date,tmax_c,anomaly,anomaly_lag1
2006-04-22,8.3,-9.588505814388995,-0.9945183337348382
2006-04-23,16.7,-1.3814753112573719,-9.588505814388995
2006-04-24,16.7,-1.5734105693778098,-1.3814753112573719
2006-04-25,21.7,3.2357025101777204,-1.5734105693778098
2006-04-26,15.6,-3.054124032091588,3.2357025101777204
2006-04-27,23.3,4.457119888351382,-3.054124032091588
2006-04-28,17.8,-1.2305574928880603,4.457119888351382
2006-04-29,17.8,-1.4171496778523256,-1.2305574928880603
2006-04-30,21.1,1.6973482089861562,-1.4171496778523256
2006-05-01,21.7,2.1129395395462254,1.6973482089861562
2006-05-02,21.1,1.3296263042235772,2.1129395395462254
2006-05-03,21.7,1.7474092368937022,1.3296263042235772
2006-05-04,27.8,7.666287942477673,1.7474092368937022
2006-05-05,26.7,6.386261026710287,7.666287942477673
2006-05-06,25.0,4.507326227744564,6.386261026710287
2006-05-07,19.4,-1.2705194507775595,4.507326227744564
2006-05-08,17.2,-3.6472796055619767,-1.2705194507775595
2006-05-09,16.7,-4.322958298782638,-3.6472796055619767
2006-05-10,20.6,-0.5975599228626116,-4.322958298782638
2006-05-11,16.7,-4.671089065293881,-0.5975599228626116
2006-05-12,22.2,0.6564496261269177,-4.671089065293881
2006-05-13,21.7,-0.014948422728924271,0.6564496261269177
2006-05-14,16.1,-5.785287579514524,-0.014948422728924271
2006-05-15,16.7,-5.354571874134159,-5.785287579514524
2006-05-16,17.2,-5.022804869369793,-5.354571874134159
2006-05-17,21.7,-0.6899895337669975,-5.022804869369793
2006-05-18,22.8,0.24387188286624806,-0.6899895337669975
2006-05-19,16.1,-6.621222028998105,0.24387188286624806
2006-05-20,20.0,-2.8852717203626455,-6.621222028998105
2006-05-21,21.1,-1.9482765690845838,-2.8852717203626455
2006-05-22,17.8,-5.410234769200311,-1.9482765690845838
2006-05-23,20.0,-3.371143224502589,-5.410234769200311
2006-05-24,22.8,-0.7309974466668976,-3.371143224502589
2006-05-25,24.4,0.7102085417888482,-0.7309974466668976
2006-05-26,23.3,-0.5475177005599576,0.7102085417888482
2006-05-27,28.3,4.295833052529158,-0.5475177005599576
2006-05-28,28.3,4.140271775934728,4.295833052529158
2006-05-29,31.1,6.785811268307526,4.140271775934728
2006-05-30,31.1,6.632466221161831,6.785811268307526
2006-05-31,23.9,-0.7197467182743331,6.632466221161831
2006-06-01,30.0,5.229191109370838,-0.7197467182743331
2006-06-02,27.8,2.879300425460414,5.229191109370838
2006-06-03,18.9,-6.169395943530702,2.879300425460414
2006-06-04,20.0,-5.216873029748889,-6.169395943530702
2006-06-05,21.7,-3.6631036946569004,-5.216873029748889
2006-06-06,22.2,-3.3080586067807403,-3.6631036946569004
2006-06-07,18.3,-7.351706226579484,-3.3080586067807403
2006-06-08,18.9,-6.894012798489996,-7.351706226579484
2006-06-09,23.9,-2.034942350179751,-6.894012798489996
2006-06-10,19.4,-6.6744566990216825,-2.034942350179751
2006-06-11,20.6,-5.612515465785698,-6.6744566990216825
2006-06-12,22.8,-3.549076095522718,-5.612515465785698
2006-06-13,27.2,0.7159061144023404,-3.549076095522718
2006-06-14,25.0,-1.6175220208091083,0.7159061144023404
2006-06-15,26.7,-0.04931161551468932,-1.6175220208091083
2006-06-16,29.4,2.520588237337577,-0.04931161551468932
2006-06-17,28.3,1.2922304103897275,2.520588237337577
2006-06-18,32.8,5.665669679401777,1.2922304103897275
2006-06-19,31.1,3.840962654280464,5.665669679401777
2006-06-20,28.3,0.918167703779325,3.840962654280464
2006-06-21,28.3,0.7973448740570213,0.918167703779325
2006-06-22,30.6,2.978555801297336,0.7973448740570213
2006-06-23,29.4,1.6618636186096438,2.978555801297336
2006-06-24,23.3,-4.552667142556192,1.6618636186096438
2006-06-25,23.3,-4.66497065623226,-4.552667142556192
2006-06-26,23.9,-4.17497991073013,-4.66497065623226
2006-06-27,25.6,-2.5826268221386286,-4.17497991073013
2006-06-28,28.9,0.6121576477657307,-2.5826268221386286
2006-06-29,28.3,-0.09055663050540375,0.6121576477657307
2006-06-30,26.7,-1.7906990799805662,-0.09055663050540375
2006-07-01,28.3,-0.28819854654119226,-1.7906990799805662
2006-07-02,30.6,1.9170165686098208,-0.28819854654119226
2006-07-03,30.6,1.8250181736606095,1.9170165686098208
2006-07-04,30.6,1.7358783484281233,1.8250181736606095
2006-07-05,26.1,-2.850330795528283,1.7358783484281233
2006-07-06,25.0,-4.033537256561424,-2.850330795528283
2006-07-07,26.7,-2.4136692859983917,-4.033537256561424
2006-07-08,27.8,-1.3906555322462033,-2.4136692859983917
2006-07-09,28.3,-0.9644251855741182,-1.3906555322462033
2006-07-10,27.8,-1.5349081232043282,-0.9644251855741182
2006-07-11,31.1,1.6979649456580148,-1.5349081232043282
2006-07-12,28.9,-0.5657376647758028,1.6979649456580148
2006-07-13,28.3,-1.22594876068176,-0.5657376647758028
2006-07-14,30.6,1.0173975887352533,-1.22594876068176
2006-07-15,28.3,-1.3356340898761019,1.0173975887352533
2006-07-16,33.3,3.6150191867509065,-1.3356340898761019
2006-07-17,35.0,5.269418721500259,3.6150191867509065
2006-07-18,35.0,5.227624002453922,5.269418721500259
2006-07-19,30.0,0.18969257139398366,5.227624002453922
2006-07-20,27.2,-2.6443201044419027,0.18969257139398366
2006-07-21,28.9,-0.9743607570282116,-2.6443201044419027
2006-07-22,26.7,-3.200378438328787,-0.9743607570282116
2006-07-23,25.6,-4.3223246368798875,-3.200378438328787
2006-07-24,29.4,-0.5401533898868323,-4.3223246368798875
2006-07-25,27.8,-2.153821390553663,-0.5401533898868323
2006-07-26,29.4,-0.5632880903780197,-2.153821390553663
2006-07-27,31.1,1.1314842038434598,-0.5632880903780197
2006-07-28,31.7,1.7305302385397177,1.1314842038434598
2006-07-29,31.7,1.73388172764599,1.7305302385397177
2006-07-30,31.7,1.741567272851423,1.73388172764599
2006-07-31,32.2,2.253612290008931,1.741567272851423
2006-08-01,35.0,5.070038941886182,2.253612290008931
2006-08-02,36.1,6.19086607742015,5.070038941886182
2006-08-03,35.6,5.7161091776205275,6.19086607742015
2006-08-04,31.7,1.8457803082498394,5.7161091776205275
2006-08-05,31.7,1.8798880793906108,1.8457803082498394
2006-08-06,28.9,-0.881562388008458,1.8798880793906108
2006-08-07,30.6,0.861430511466839,-0.881562388008458
2006-08-08,30.6,0.9088648484041641,0.861430511466839
2006-08-09,28.9,-0.7392648535816413,0.9088648484041641
2006-08-10,28.9,-0.6829676228305743,-0.7392648535816413
2006-08-11,25.6,-3.92225603745543,-0.6829676228305743
2006-08-12,25.0,-4.4571462160142765,-3.92225603745543
2006-08-13,26.7,-2.6876578010746215,-4.4571462160142765
2006-08-14,29.4,0.08618606427502584,-2.6876578010746215
2006-08-15,26.7,-2.5356412331073663,0.08618606427502584
2006-08-16,29.4,0.24683026093731897,-2.5356412331073663
2006-08-17,30.0,0.9335671120017821,0.24683026093731897
2006-08-18,27.8,-1.1754674521042219,0.9335671120017821
2006-08-19,27.8,-1.0803134840633923,-1.1754674521042219
2006-08-20,31.1,2.3189857465864065,-1.0803134840633923
2006-08-21,30.0,1.3223838232593614,2.3189857465864065
2006-08-22,30.0,1.429831258106777,1.3223838232593614
2006-08-23,31.1,2.641275573572443,1.429831258106777
2006-08-24,28.3,-0.04333861050352539,2.641275573572443
2006-08-25,23.3,-4.924069484468461,-0.04333861050352539
2006-08-26,20.6,-7.500977951377447,-4.924069484468461
2006-08-27,23.3,-4.674127524712134,-7.500977951377447
2006-08-28,25.0,-2.8435842215716747,-4.674127524712134
2006-08-29,21.7,-6.009416451620403,-2.8435842215716747
2006-08-30,22.8,-4.77169490208755,-6.009416451620403
2006-08-31,22.2,-5.2304924191235,-4.77169490208755
2006-09-01,19.4,-7.885883885826036,-5.2304924191235
2006-09-02,18.9,-8.237946097257655,-7.885883885826036
2006-09-03,23.9,-3.0867576327822057,-8.237946097257655
2006-09-04,23.9,-2.9323987260550624,-3.0867576327822057
2006-09-05,20.6,-6.074951133006209,-2.9323987260550624
2006-09-06,23.9,-2.6144979981599334,-6.074951133006209
2006-09-07,26.7,0.34887628036189966,-2.6144979981599334
2006-09-08,27.2,1.0150861868036536,0.34887628036189966
2006-09-09,27.8,1.7840452243559852,1.0150861868036536
2006-09-10,22.8,-3.0443339479989895,1.7840452243559852
2006-09-11,21.1,-4.570139378728413,-3.0443339479989895
2006-09-12,21.1,-4.3934596874244995,-4.570139378728413
2006-09-13,19.4,-5.914383929262534,-4.3934596874244995
2006-09-14,19.4,-5.733001460584891,-5.914383929262534
2006-09-15,19.4,-5.549401805950474,-5.733001460584891
2006-09-16,25.6,0.8363254730160392,-5.549401805950474
2006-09-17,26.7,2.124090906646522,0.8363254730160392
2006-09-18,28.3,3.9138052438022655,2.124090906646522
2006-09-19,26.7,2.5053795756831896,3.9138052438022655
2006-09-20,21.7,-2.301274543431294,2.5053795756831896
2006-09-21,20.0,-3.806244978805637,-2.301274543431294
2006-09-22,20.6,-3.00961890152114,-3.806244978805637
2006-09-23,23.9,0.4885173213270164,-3.00961890152114
2006-09-24,26.1,2.8880782322457783,0.4885173213270164
2006-09-25,22.2,-0.811020615476945,2.8880782322457783
2006-09-26,22.8,-0.008862561267918068,-0.811020615476945
2006-09-27,22.8,0.1944702543374781,-0.008862561267918068
2006-09-28,23.9,1.4988969761941,0.1944702543374781
2006-09-29,18.9,-3.2956618842562158,1.4988969761941
2006-09-30,18.9,-3.0892843732687965,-3.2956618842562158
2006-10-01,20.0,-1.7820470247246405,-3.0892843732687965
2006-10-02,20.0,-1.5740247958502707,-1.7820470247246405
2006-10-03,26.1,4.734708991140664,-1.5740247958502707
2006-10-04,25.6,4.444082701370466,4.734708991140664
2006-10-05,18.9,-2.0459735665108774,4.444082701370466
2006-10-06,13.9,-6.835527940344109,-2.0459735665108774
2006-10-07,17.2,-3.3246467407503637,-6.835527940344109
2006-10-08,21.7,1.3866055462649918,-3.3246467407503637
2006-10-09,25.6,5.498166290368793,1.3866055462649918
2006-10-10,24.4,4.5099747316097485,5.498166290368793
2006-10-11,17.2,-2.4780280112079858,4.5099747316097485
2006-10-12,20.0,0.5341010615412678,-2.4780280112079858
2006-10-13,12.8,-6.453693173890095,0.5341010615412678
2006-10-14,15.0,-4.041463975014711,-6.453693173890095
2006-10-15,14.4,-4.42926274961683,-4.041463975014711
2006-10-16,16.1,-2.517139078275328,-4.42926274961683
2006-10-17,16.1,-2.305140742786783,-2.517139078275328
2006-10-18,22.2,4.006686239643646,-2.305140742786783
2006-10-19,20.0,2.0182975765923103,4.006686239643646
2006-10-20,18.9,1.1296506551528545,2.0182975765923103
2006-10-21,13.9,-3.6592955086023533,1.1296506551528545
2006-10-22,15.0,-2.3485803252406505,-3.6592955086023533
2006-10-23,12.8,-4.3382416924577605,-2.3485803252406505
2006-10-24,11.1,-5.828316060214489,-4.3382416924577605
2006-10-25,12.8,-3.918838500285087,-5.828316060214489
2006-10-26,10.0,-6.509842779969436,-3.918838500285087
2006-10-27,10.6,-5.7013614397086325,-6.509842779969436
2006-10-28,19.4,3.306574125666753,-5.7013614397086325
2006-10-29,11.7,-4.186066417663023,3.306574125666753
2006-10-30,15.6,-0.07931243016714795,-4.186066417663023
2006-10-31,20.0,4.526807610614037,-0.07931243016714795
2006-11-01,20.6,5.332266017193028,4.526807610614037
2006-11-02,15.6,0.5370357971189925,5.332266017193028
2006-11-03,8.3,-6.558909443858523,0.5370357971189925
2006-11-04,8.3,-6.355595600120607,-6.558909443858523
2006-11-05,10.0,-4.4530481656753444,-6.355595600120607
2006-11-06,13.3,-0.9512923344863982,-4.4530481656753444
2006-11-07,15.0,0.9496468987014666,-0.9512923344863982
2006-11-08,15.0,1.1497446373765872,0.9496468987014666
2006-11-09,20.0,6.348975982451922,1.1497446373765872
2006-11-10,15.6,2.147315931970766,6.348975982451922
2006-11-11,18.9,5.644739281662204,2.147315931970766
2006-11-12,16.1,3.04122052667989,5.644739281662204
2006-11-13,16.1,3.2367337648541152,3.04122052667989
2006-11-14,16.1,3.431252601783358,3.2367337648541152
2006-11-15,17.2,4.724750058086167,3.431252601783358
2006-11-16,20.6,8.317198479128644,4.724750058086167
2006-11-17,17.8,5.708569447535629,8.317198479128644
2006-11-18,11.7,-0.20116630121381718,5.708569447535629
2006-11-19,8.9,-2.812038959814446,-0.20116630121381718
2006-11-20,7.2,-4.324079726503931,-2.812038959814446
2006-11-21,7.8,-3.5373208785002186,-4.324079726503931
2006-11-22,7.8,-3.3517958412456066,-3.5373208785002186
2006-11-23,6.7,-4.267539253207633,-3.3517958412456066
2006-11-24,14.4,3.615412974001025,-4.267539253207633
2006-11-25,11.7,1.097023600408198,3.615412974001025
2006-11-26,15.0,4.577254007584143,1.097023600408198
2006-11-27,17.8,7.556064153856827,4.577254007584143
2006-11-28,14.4,4.333412535021752,7.556064153856827
2006-11-29,15.0,5.109256150713373,4.333412535021752
2006-11-30,20.6,10.883550476588349,5.109256150713373
2006-12-01,21.1,11.556249442454867,10.883550476588349
2006-12-02,9.4,0.027305416465937427,11.556249442454867
2006-12-03,7.8,-1.4033308045231552,0.027305416465937427
2006-12-04,5.0,-4.035709998349613,-1.4033308045231552
2006-12-05,2.8,-6.069884514624982,-4.035709998349613
2006-12-06,9.4,0.694091734544191,-6.069884514624982
2006-12-07,11.7,3.156163290226239,0.694091734544191
2006-12-08,-1.7,-10.083726831263073,3.156163290226239
2006-12-09,3.3,-4.9256371098921585,-10.083726831263073
2006-12-10,12.2,4.130372512926295,-4.9256371098921585
2006-12-11,13.9,5.9842406755038775,4.130372512926295
2006-12-12,9.4,1.6359046433126778,5.9842406755038775
2006-12-13,12.8,5.18530036261067,1.6359046433126778
2006-12-14,13.9,6.432362520159546,5.18530036261067
2006-12-15,11.1,3.777024608921133,6.432362520159546
2006-12-16,10.6,3.419218999600898,3.777024608921133
2006-12-17,13.3,6.258877017890618,3.419218999600898
2006-12-18,15.0,8.095929027245164,6.258877017890618
2006-12-19,7.2,0.43030451701280903,8.095929027245164
2006-12-20,7.2,0.5619321957221715,0.43030451701280903
2006-12-21,12.2,5.690740089314302,0.5619321957221715
2006-12-22,9.4,3.0166556440933716,5.690740089314302
2006-12-23,15.0,8.73960583415548,3.0166556440933716
2006-12-24,11.1,4.9595172730419455,8.73960583415548
2006-12-25,7.2,1.1763163293500112,4.9595172730419455
2006-12-26,11.7,5.78992924602264,1.1763163293500112
2006-12-27,6.1,0.3002822630270261,5.78992924602264
2006-12-28,8.9,3.2073017431212723,0.3002822630270261
2006-12-29,8.9,3.310914300398653,3.2073017431212723
2006-12-30,8.3,2.8110469312900355,3.310914300398653
2006-12-31,7.2,1.8076271476968504,2.8110469312900355
2007-01-01,13.3,8.023247468044332,1.8076271476968504
2007-01-02,10.0,4.811573306963363,8.023247468044332
2007-01-03,11.1,5.996116345079519,4.811573306963363
2007-01-04,13.3,8.276807805550039,5.996116345079519
2007-01-05,16.7,11.753580147379687,8.276807805550039
2007-01-06,22.2,17.326367204065583,11.753580147379687
2007-01-07,12.2,7.395104321835646,17.326367204065583
2007-01-08,13.3,8.559728497120219,7.395104321835646
2007-01-09,6.7,2.020178512896921,8.559728497120219
2007-01-10,2.2,-2.4236049264498547,2.020178512896921
2007-01-11,3.3,-1.2716790621110956,-2.4236049264498547
2007-01-12,8.9,4.375901049970005,-1.2716790621110956
2007-01-13,13.3,8.819082667377796,4.375901049970005
2007-01-14,7.8,3.357815486616902,8.819082667377796
2007-01-15,13.9,9.492051765280337,3.357815486616902
2007-01-16,12.8,8.421746440662561,9.492051765280337
2007-01-17,-1.7,-6.05314275550523,8.421746440662561
2007-01-18,2.8,-1.5326551865114135,-6.05314275550523
2007-01-19,5.0,0.6831727953838405,-1.5326551865114135
2007-01-20,0.0,-4.305692049793362,0.6831727953838405
2007-01-21,-1.7,-5.9992797535448865,-4.305692049793362
2007-01-22,0.6,-3.6976170480577646,-5.9992797535448865
2007-01-23,2.2,-2.100727280962089,-3.6976170480577646
2007-01-24,4.4,0.09136966406586389,-2.100727280962089
2007-01-25,1.1,-3.221342559374872,0.09136966406586389
2007-01-26,-5.6,-9.938876693379452,-3.221342559374872
2007-01-27,5.0,0.6387581848022021,-9.938876693379452
2007-01-28,5.0,0.6115567166294404,0.6387581848022021
2007-01-29,-1.1,-5.520482690708281,0.6115567166294404
2007-01-30,1.7,-2.7573578242646484,-5.520482690708281
2007-01-31,0.6,-3.8990626324375044,-2.7573578242646484
2007-02-01,1.1,-3.44558719931342,-3.8990626324375044
2007-02-02,3.3,-1.2969177263537492,-3.44558719931342
2007-02-03,1.7,-2.953036521501603,-1.2969177263537492
2007-02-04,-2.2,-6.913921995770717,-2.953036521501603
2007-02-05,-7.8,-12.579548667358338,-6.913921995770717
2007-02-06,-3.9,-8.74988717330538,-12.579548667358338
2007-02-07,-3.9,-8.824904288708062,-8.74988717330538
2007-02-08,-2.2,-7.204562953466242,-8.824904288708062
2007-02-09,0.0,-5.088822306534519,-7.204562953466242
2007-02-10,0.6,-4.5776377276233235,-5.088822306534519
2007-02-11,0.6,-4.6709608862781655,-4.5776377276233235
2007-02-12,4.4,-0.9687397982466539,-4.6709608862781655
2007-02-13,0.0,-5.470918889024249,-0.9687397982466539
2007-02-14,-1.7,-7.277439064451502,-5.470918889024249
2007-02-15,-4.4,-10.088237788217583,-7.277439064451502
2007-02-16,-1.7,-7.503249166107231,-10.088237788217583
2007-02-17,1.7,-4.222404036811134,-7.503249166107231
2007-02-18,1.1,-4.945630069102865,-4.222404036811134
2007-02-19,-1.1,-7.272851865169308,-4.945630069102865
2007-02-20,8.3,1.9960089301343027,-7.272851865169308
2007-02-21,9.4,2.9610335143487774,1.9960089301343027
2007-02-22,7.2,0.6223058070533645,2.9610335143487774
2007-02-23,3.9,-2.8200876756412456,0.6223058070533645
2007-02-24,5.6,-1.266057951463595,-2.8200876756412456
2007-02-25,2.8,-4.21551370691758,-1.266057951463595
2007-02-26,2.2,-4.968361436473874,-4.21551370691758
2007-02-27,6.1,-1.2245055856958276,-4.968361436473874
2007-02-28,7.8,0.31615130203141817,-1.2245055856958276
2007-03-01,7.8,0.15370843550892843,0.31615130203141817
2007-03-02,14.4,6.5882666228180256,0.15370843550892843
2007-03-03,15.0,7.019928115856709,6.5882666228180256
2007-03-04,4.4,-3.751203547318516,7.019928115856709
2007-03-05,5.0,-3.325023701976612,-3.751203547318516
2007-03-06,-6.1,-14.601426717648454,-3.325023701976612
2007-03-07,-5.0,-13.680306160138427,-14.601426717648454
2007-03-08,1.1,-7.761554954231075,-13.680306160138427
2007-03-09,1.7,-7.345065546711022,-7.761554954231075
2007-03-10,13.9,4.6692699306867524,-7.345065546711022
2007-03-11,10.0,0.5815594987788195,4.6692699306867524
2007-03-12,13.9,4.291911169268875,0.5815594987788195
2007-03-13,13.9,4.100432784296549,4.291911169268875
2007-03-14,21.1,11.10723185757559,4.100432784296549
2007-03-15,19.4,9.212415417493903,11.10723185757559
2007-03-16,2.2,-8.18391014745739,9.212415417493903
2007-03-17,3.3,-7.28163924056456,-8.18391014745739
2007-03-18,3.9,-6.880667205726995,-7.28163924056456
2007-03-19,6.1,-4.880890472901564,-6.880667205726995
2007-03-20,10.0,-1.1822066998176304,-4.880890472901564
2007-03-21,4.4,-6.9845149096343615,-1.1822066998176304
2007-03-22,19.4,7.812284375777514,-6.9845149096343615
2007-03-23,16.1,4.308289007236247,7.812284375777514
2007-03-24,12.2,0.20359508462644627,4.308289007236247
2007-03-25,12.2,-0.0017031614647819993,0.20359508462644627
2007-03-26,12.2,-0.20751348258478153,-0.0017031614647819993
2007-03-27,25.6,12.986254280528835,-0.20751348258478153
2007-03-28,18.3,5.479688096912598,12.986254280528835
2007-03-29,13.9,0.8728736505855093,5.479688096912598
2007-03-30,20.0,6.76589425220895,0.8728736505855093
2007-03-31,15.6,2.1588307573891505,6.76589425220895
2007-04-01,10.0,-3.648238508203919,2.1588307573891505
2007-04-02,13.3,-0.5552378167447998,-3.648238508203919
2007-04-03,17.2,3.1379059009504005,-0.5552378167447998
2007-04-04,5.6,-8.668736998141727,3.1379059009504005
2007-04-05,6.7,-7.775098915484862,-8.668736998141727
2007-04-06,5.6,-9.0811150498005,-7.775098915484862
2007-04-07,6.1,-8.786723428406608,-9.0811150498005
2007-04-08,5.0,-10.09186493103302,-8.786723428406608
2007-04-09,9.4,-5.896483306088772,-10.09186493103302
2007-04-10,10.6,-4.900525179375709,-5.896483306088772
2007-04-11,10.0,-5.703940055262361,-4.900525179375709
2007-04-12,6.7,-9.206680310351349,-5.703940055262361
2007-04-13,9.4,-6.708701179692818,-9.206680310351349
2007-04-14,13.3,-3.009960735615639,-6.708701179692818
2007-04-15,12.8,-3.7104198592670556,-3.009960735615639
2007-04-16,8.9,-7.810042204970012,-3.7104198592670556
2007-04-17,10.6,-6.308794157526032,-7.810042204970012
2007-04-18,10.6,-6.506644782609422,-6.308794157526032
2007-04-19,16.1,-1.203565770416283,-6.506644782609422
2007-04-20,21.7,4.200468627250832,-1.203565770416283
2007-04-21,26.1,8.405481666265164,4.200468627250832
2007-04-22,25.6,7.711494185611006,8.405481666265164
2007-04-23,30.0,11.918524688742629,7.711494185611006
2007-04-24,24.4,6.1265894306221895,11.918524688742629
2007-04-25,19.4,0.9357025101777197,6.1265894306221895
2007-04-26,16.1,-2.554124032091586,0.9357025101777197
