"date","calendar_index","year","count","split","period","count_method","index","dataset","D_max","final_split","neural_split"
"2012-03-31",2282,2012,2,"development",365,"Distinct incident_key per occurrence date.",2282,"nyc_shootings",100,"development","train"
"2012-04-01",2283,2012,1,"development",365,"Distinct incident_key per occurrence date.",2283,"nyc_shootings",100,"development","train"
"2012-04-02",2284,2012,4,"development",365,"Distinct incident_key per occurrence date.",2284,"nyc_shootings",100,"development","train"
"2012-04-03",2285,2012,1,"development",365,"Distinct incident_key per occurrence date.",2285,"nyc_shootings",100,"development","train"
"2012-04-04",2286,2012,4,"development",365,"Distinct incident_key per occurrence date.",2286,"nyc_shootings",100,"development","train"
"2012-04-05",2287,2012,1,"development",365,"Distinct incident_key per occurrence date.",2287,"nyc_shootings",100,"development","train"
"2012-04-06",2288,2012,2,"development",365,"Distinct incident_key per occurrence date.",2288,"nyc_shootings",100,"development","train"
"2012-04-07",2289,2012,5,"development",365,"Distinct incident_key per occurrence date.",2289,"nyc_shootings",100,"development","train"
"2012-04-08",2290,2012,4,"development",365,"Distinct incident_key per occurrence date.",2290,"nyc_shootings",100,"development","train"
"2012-04-09",2291,2012,2,"development",365,"Distinct incident_key per occurrence date.",2291,"nyc_shootings",100,"development","train"
"2012-04-10",2292,2012,1,"development",365,"Distinct incident_key per occurrence date.",2292,"nyc_shootings",100,"development","train"
"2012-04-11",2293,2012,2,"development",365,"Distinct incident_key per occurrence date.",2293,"nyc_shootings",100,"development","train"
"2012-04-12",2294,2012,1,"development",365,"Distinct incident_key per occurrence date.",2294,"nyc_shootings",100,"development","train"
"2012-04-13",2295,2012,1,"development",365,"Distinct incident_key per occurrence date.",2295,"nyc_shootings",100,"development","train"
"2012-04-14",2296,2012,9,"development",365,"Distinct incident_key per occurrence date.",2296,"nyc_shootings",100,"development","train"
"2012-04-15",2297,2012,7,"development",365,"Distinct incident_key per occurrence date.",2297,"nyc_shootings",100,"development","train"
"2012-04-16",2298,2012,5,"development",365,"Distinct incident_key per occurrence date.",2298,"nyc_shootings",100,"development","train"
"2012-04-17",2299,2012,8,"development",365,"Distinct incident_key per occurrence date.",2299,"nyc_shootings",100,"development","train"
"2012-04-18",2300,2012,5,"development",365,"Distinct incident_key per occurrence date.",2300,"nyc_shootings",100,"development","train"
"2012-04-19",2301,2012,2,"development",365,"Distinct incident_key per occurrence date.",2301,"nyc_shootings",100,"development","train"
"2012-04-20",2302,2012,5,"development",365,"Distinct incident_key per occurrence date.",2302,"nyc_shootings",100,"development","train"
"2012-04-21",2303,2012,2,"development",365,"Distinct incident_key per occurrence date.",2303,"nyc_shootings",100,"development","train"
"2012-04-22",2304,2012,5,"development",365,"Distinct incident_key per occurrence date.",2304,"nyc_shootings",100,"development","train"
"2012-04-23",2305,2012,2,"development",365,"Distinct incident_key per occurrence date.",2305,"nyc_shootings",100,"development","train"
"2012-04-24",2306,2012,3,"development",365,"Distinct incident_key per occurrence date.",2306,"nyc_shootings",100,"development","train"
"2012-04-25",2307,2012,5,"development",365,"Distinct incident_key per occurrence date.",2307,"nyc_shootings",100,"development","train"
"2012-04-26",2308,2012,1,"development",365,"Distinct incident_key per occurrence date.",2308,"nyc_shootings",100,"development","train"
"2012-04-27",2309,2012,1,"development",365,"Distinct incident_key per occurrence date.",2309,"nyc_shootings",100,"development","train"
"2012-04-28",2310,2012,2,"development",365,"Distinct incident_key per occurrence date.",2310,"nyc_shootings",100,"development","train"
"2012-04-29",2311,2012,6,"development",365,"Distinct incident_key per occurrence date.",2311,"nyc_shootings",100,"development","train"
"2012-04-30",2312,2012,1,"development",365,"Distinct incident_key per occurrence date.",2312,"nyc_shootings",100,"development","train"
"2012-05-01",2313,2012,3,"development",365,"Distinct incident_key per occurrence date.",2313,"nyc_shootings",100,"development","train"
"2012-05-02",2314,2012,2,"development",365,"Distinct incident_key per occurrence date.",2314,"nyc_shootings",100,"development","train"
"2012-05-03",2315,2012,1,"development",365,"Distinct incident_key per occurrence date.",2315,"nyc_shootings",100,"development","train"
"2012-05-04",2316,2012,2,"development",365,"Distinct incident_key per occurrence date.",2316,"nyc_shootings",100,"development","train"
"2012-05-05",2317,2012,5,"development",365,"Distinct incident_key per occurrence date.",2317,"nyc_shootings",100,"development","train"
"2012-05-06",2318,2012,4,"development",365,"Distinct incident_key per occurrence date.",2318,"nyc_shootings",100,"development","train"
"2012-05-07",2319,2012,0,"development",365,"Distinct incident_key per occurrence date.",2319,"nyc_shootings",100,"development","train"
"2012-05-08",2320,2012,2,"development",365,"Distinct incident_key per occurrence date.",2320,"nyc_shootings",100,"development","train"
"2012-05-09",2321,2012,2,"development",365,"Distinct incident_key per occurrence date.",2321,"nyc_shootings",100,"development","train"
"2012-05-10",2322,2012,4,"development",365,"Distinct incident_key per occurrence date.",2322,"nyc_shootings",100,"development","train"
"2012-05-11",2323,2012,3,"development",365,"Distinct incident_key per occurrence date.",2323,"nyc_shootings",100,"development","train"
"2012-05-12",2324,2012,12,"development",365,"Distinct incident_key per occurrence date.",2324,"nyc_shootings",100,"development","train"
"2012-05-13",2325,2012,8,"development",365,"Distinct incident_key per occurrence date.",2325,"nyc_shootings",100,"development","train"
"2012-05-14",2326,2012,5,"development",365,"Distinct incident_key per occurrence date.",2326,"nyc_shootings",100,"development","train"
"2012-05-15",2327,2012,1,"development",365,"Distinct incident_key per occurrence date.",2327,"nyc_shootings",100,"development","train"
"2012-05-16",2328,2012,6,"development",365,"Distinct incident_key per occurrence date.",2328,"nyc_shootings",100,"development","train"
"2012-05-17",2329,2012,5,"development",365,"Distinct incident_key per occurrence date.",2329,"nyc_shootings",100,"development","train"
"2012-05-18",2330,2012,0,"development",365,"Distinct incident_key per occurrence date.",2330,"nyc_shootings",100,"development","train"
"2012-05-19",2331,2012,9,"development",365,"Distinct incident_key per occurrence date.",2331,"nyc_shootings",100,"development","train"
"2012-05-20",2332,2012,7,"development",365,"Distinct incident_key per occurrence date.",2332,"nyc_shootings",100,"development","train"
"2012-05-21",2333,2012,5,"development",365,"Distinct incident_key per occurrence date.",2333,"nyc_shootings",100,"development","train"
"2012-05-22",2334,2012,5,"development",365,"Distinct incident_key per occurrence date.",2334,"nyc_shootings",100,"development","train"
"2012-05-23",2335,2012,5,"development",365,"Distinct incident_key per occurrence date.",2335,"nyc_shootings",100,"development","train"
"2012-05-24",2336,2012,2,"development",365,"Distinct incident_key per occurrence date.",2336,"nyc_shootings",100,"development","train"
"2012-05-25",2337,2012,5,"development",365,"Distinct incident_key per occurrence date.",2337,"nyc_shootings",100,"development","train"
"2012-05-26",2338,2012,10,"development",365,"Distinct incident_key per occurrence date.",2338,"nyc_shootings",100,"development","train"
"2012-05-27",2339,2012,11,"development",365,"Distinct incident_key per occurrence date.",2339,"nyc_shootings",100,"development","train"
"2012-05-28",2340,2012,7,"development",365,"Distinct incident_key per occurrence date.",2340,"nyc_shootings",100,"development","train"
"2012-05-29",2341,2012,5,"development",365,"Distinct incident_key per occurrence date.",2341,"nyc_shootings",100,"development","train"
"2012-05-30",2342,2012,1,"development",365,"Distinct incident_key per occurrence date.",2342,"nyc_shootings",100,"development","train"
"2012-05-31",2343,2012,3,"development",365,"Distinct incident_key per occurrence date.",2343,"nyc_shootings",100,"development","train"
"2012-06-01",2344,2012,2,"development",365,"Distinct incident_key per occurrence date.",2344,"nyc_shootings",100,"development","train"
"2012-06-02",2345,2012,4,"development",365,"Distinct incident_key per occurrence date.",2345,"nyc_shootings",100,"development","train"
"2012-06-03",2346,2012,3,"development",365,"Distinct incident_key per occurrence date.",2346,"nyc_shootings",100,"development","train"
"2012-06-04",2347,2012,1,"development",365,"Distinct incident_key per occurrence date.",2347,"nyc_shootings",100,"development","train"
"2012-06-05",2348,2012,3,"development",365,"Distinct incident_key per occurrence date.",2348,"nyc_shootings",100,"development","train"
"2012-06-06",2349,2012,6,"development",365,"Distinct incident_key per occurrence date.",2349,"nyc_shootings",100,"development","train"
"2012-06-07",2350,2012,3,"development",365,"Distinct incident_key per occurrence date.",2350,"nyc_shootings",100,"development","train"
"2012-06-08",2351,2012,4,"development",365,"Distinct incident_key per occurrence date.",2351,"nyc_shootings",100,"development","train"
"2012-06-09",2352,2012,7,"development",365,"Distinct incident_key per occurrence date.",2352,"nyc_shootings",100,"development","train"
"2012-06-10",2353,2012,5,"development",365,"Distinct incident_key per occurrence date.",2353,"nyc_shootings",100,"development","train"
"2012-06-11",2354,2012,7,"development",365,"Distinct incident_key per occurrence date.",2354,"nyc_shootings",100,"development","train"
"2012-06-12",2355,2012,3,"development",365,"Distinct incident_key per occurrence date.",2355,"nyc_shootings",100,"development","train"
"2012-06-13",2356,2012,7,"development",365,"Distinct incident_key per occurrence date.",2356,"nyc_shootings",100,"development","train"
"2012-06-14",2357,2012,1,"development",365,"Distinct incident_key per occurrence date.",2357,"nyc_shootings",100,"development","train"
"2012-06-15",2358,2012,5,"development",365,"Distinct incident_key per occurrence date.",2358,"nyc_shootings",100,"development","train"
"2012-06-16",2359,2012,4,"development",365,"Distinct incident_key per occurrence date.",2359,"nyc_shootings",100,"development","train"
"2012-06-17",2360,2012,6,"development",365,"Distinct incident_key per occurrence date.",2360,"nyc_shootings",100,"development","train"
"2012-06-18",2361,2012,4,"development",365,"Distinct incident_key per occurrence date.",2361,"nyc_shootings",100,"development","train"
"2012-06-19",2362,2012,5,"development",365,"Distinct incident_key per occurrence date.",2362,"nyc_shootings",100,"development","train"
"2012-06-20",2363,2012,7,"development",365,"Distinct incident_key per occurrence date.",2363,"nyc_shootings",100,"development","train"
"2012-06-21",2364,2012,6,"development",365,"Distinct incident_key per occurrence date.",2364,"nyc_shootings",100,"development","train"
"2012-06-22",2365,2012,3,"development",365,"Distinct incident_key per occurrence date.",2365,"nyc_shootings",100,"development","train"
"2012-06-23",2366,2012,4,"development",365,"Distinct incident_key per occurrence date.",2366,"nyc_shootings",100,"development","train"
"2012-06-24",2367,2012,10,"development",365,"Distinct incident_key per occurrence date.",2367,"nyc_shootings",100,"development","train"
"2012-06-25",2368,2012,2,"development",365,"Distinct incident_key per occurrence date.",2368,"nyc_shootings",100,"development","train"
"2012-06-26",2369,2012,1,"development",365,"Distinct incident_key per occurrence date.",2369,"nyc_shootings",100,"development","train"
"2012-06-27",2370,2012,5,"development",365,"Distinct incident_key per occurrence date.",2370,"nyc_shootings",100,"development","train"
"2012-06-28",2371,2012,8,"development",365,"Distinct incident_key per occurrence date.",2371,"nyc_shootings",100,"development","train"
"2012-06-29",2372,2012,13,"development",365,"Distinct incident_key per occurrence date.",2372,"nyc_shootings",100,"development","train"
"2012-06-30",2373,2012,8,"development",365,"Distinct incident_key per occurrence date.",2373,"nyc_shootings",100,"development","train"
"2012-07-01",2374,2012,8,"development",365,"Distinct incident_key per occurrence date.",2374,"nyc_shootings",100,"development","train"
"2012-07-02",2375,2012,9,"development",365,"Distinct incident_key per occurrence date.",2375,"nyc_shootings",100,"development","train"
"2012-07-03",2376,2012,4,"development",365,"Distinct incident_key per occurrence date.",2376,"nyc_shootings",100,"development","train"
"2012-07-04",2377,2012,14,"development",365,"Distinct incident_key per occurrence date.",2377,"nyc_shootings",100,"development","train"
"2012-07-05",2378,2012,12,"development",365,"Distinct incident_key per occurrence date.",2378,"nyc_shootings",100,"development","train"
"2012-07-06",2379,2012,5,"development",365,"Distinct incident_key per occurrence date.",2379,"nyc_shootings",100,"development","train"
"2012-07-07",2380,2012,10,"development",365,"Distinct incident_key per occurrence date.",2380,"nyc_shootings",100,"development","train"
"2012-07-08",2381,2012,8,"development",365,"Distinct incident_key per occurrence date.",2381,"nyc_shootings",100,"development","train"
"2012-07-09",2382,2012,9,"development",365,"Distinct incident_key per occurrence date.",2382,"nyc_shootings",100,"development","train"
"2012-07-10",2383,2012,2,"development",365,"Distinct incident_key per occurrence date.",2383,"nyc_shootings",100,"development","train"
"2012-07-11",2384,2012,5,"development",365,"Distinct incident_key per occurrence date.",2384,"nyc_shootings",100,"development","train"
"2012-07-12",2385,2012,5,"development",365,"Distinct incident_key per occurrence date.",2385,"nyc_shootings",100,"development","train"
"2012-07-13",2386,2012,2,"development",365,"Distinct incident_key per occurrence date.",2386,"nyc_shootings",100,"development","train"
"2012-07-14",2387,2012,7,"development",365,"Distinct incident_key per occurrence date.",2387,"nyc_shootings",100,"development","train"
"2012-07-15",2388,2012,10,"development",365,"Distinct incident_key per occurrence date.",2388,"nyc_shootings",100,"development","train"
"2012-07-16",2389,2012,2,"development",365,"Distinct incident_key per occurrence date.",2389,"nyc_shootings",100,"development","train"
"2012-07-17",2390,2012,3,"development",365,"Distinct incident_key per occurrence date.",2390,"nyc_shootings",100,"development","train"
"2012-07-18",2391,2012,3,"development",365,"Distinct incident_key per occurrence date.",2391,"nyc_shootings",100,"development","train"
"2012-07-19",2392,2012,3,"development",365,"Distinct incident_key per occurrence date.",2392,"nyc_shootings",100,"development","train"
"2012-07-20",2393,2012,2,"development",365,"Distinct incident_key per occurrence date.",2393,"nyc_shootings",100,"development","train"
"2012-07-21",2394,2012,9,"development",365,"Distinct incident_key per occurrence date.",2394,"nyc_shootings",100,"development","train"
"2012-07-22",2395,2012,6,"development",365,"Distinct incident_key per occurrence date.",2395,"nyc_shootings",100,"development","train"
"2012-07-23",2396,2012,3,"development",365,"Distinct incident_key per occurrence date.",2396,"nyc_shootings",100,"development","train"
"2012-07-24",2397,2012,4,"development",365,"Distinct incident_key per occurrence date.",2397,"nyc_shootings",100,"development","train"
"2012-07-25",2398,2012,5,"development",365,"Distinct incident_key per occurrence date.",2398,"nyc_shootings",100,"development","train"
"2012-07-26",2399,2012,7,"development",365,"Distinct incident_key per occurrence date.",2399,"nyc_shootings",100,"development","train"
"2012-07-27",2400,2012,2,"development",365,"Distinct incident_key per occurrence date.",2400,"nyc_shootings",100,"development","train"
"2012-07-28",2401,2012,10,"development",365,"Distinct incident_key per occurrence date.",2401,"nyc_shootings",100,"development","train"
"2012-07-29",2402,2012,8,"development",365,"Distinct incident_key per occurrence date.",2402,"nyc_shootings",100,"development","train"
"2012-07-30",2403,2012,7,"development",365,"Distinct incident_key per occurrence date.",2403,"nyc_shootings",100,"development","train"
"2012-07-31",2404,2012,4,"development",365,"Distinct incident_key per occurrence date.",2404,"nyc_shootings",100,"development","train"
"2012-08-01",2405,2012,2,"development",365,"Distinct incident_key per occurrence date.",2405,"nyc_shootings",100,"development","train"
"2012-08-02",2406,2012,6,"development",365,"Distinct incident_key per occurrence date.",2406,"nyc_shootings",100,"development","train"
"2012-08-03",2407,2012,4,"development",365,"Distinct incident_key per occurrence date.",2407,"nyc_shootings",100,"development","train"
"2012-08-04",2408,2012,6,"development",365,"Distinct incident_key per occurrence date.",2408,"nyc_shootings",100,"development","train"
"2012-08-05",2409,2012,12,"development",365,"Distinct incident_key per occurrence date.",2409,"nyc_shootings",100,"development","train"
"2012-08-06",2410,2012,1,"development",365,"Distinct incident_key per occurrence date.",2410,"nyc_shootings",100,"development","train"
"2012-08-07",2411,2012,6,"development",365,"Distinct incident_key per occurrence date.",2411,"nyc_shootings",100,"development","train"
"2012-08-08",2412,2012,5,"development",365,"Distinct incident_key per occurrence date.",2412,"nyc_shootings",100,"development","train"
"2012-08-09",2413,2012,2,"development",365,"Distinct incident_key per occurrence date.",2413,"nyc_shootings",100,"development","train"
"2012-08-10",2414,2012,2,"development",365,"Distinct incident_key per occurrence date.",2414,"nyc_shootings",100,"development","train"
"2012-08-11",2415,2012,8,"development",365,"Distinct incident_key per occurrence date.",2415,"nyc_shootings",100,"development","train"
"2012-08-12",2416,2012,5,"development",365,"Distinct incident_key per occurrence date.",2416,"nyc_shootings",100,"development","train"
"2012-08-13",2417,2012,2,"development",365,"Distinct incident_key per occurrence date.",2417,"nyc_shootings",100,"development","train"
"2012-08-14",2418,2012,3,"development",365,"Distinct incident_key per occurrence date.",2418,"nyc_shootings",100,"development","train"
"2012-08-15",2419,2012,1,"development",365,"Distinct incident_key per occurrence date.",2419,"nyc_shootings",100,"development","train"
"2012-08-16",2420,2012,3,"development",365,"Distinct incident_key per occurrence date.",2420,"nyc_shootings",100,"development","train"
"2012-08-17",2421,2012,5,"development",365,"Distinct incident_key per occurrence date.",2421,"nyc_shootings",100,"development","train"
"2012-08-18",2422,2012,7,"development",365,"Distinct incident_key per occurrence date.",2422,"nyc_shootings",100,"development","train"
"2012-08-19",2423,2012,1,"development",365,"Distinct incident_key per occurrence date.",2423,"nyc_shootings",100,"development","train"
"2012-08-20",2424,2012,5,"development",365,"Distinct incident_key per occurrence date.",2424,"nyc_shootings",100,"development","train"
"2012-08-21",2425,2012,5,"development",365,"Distinct incident_key per occurrence date.",2425,"nyc_shootings",100,"development","train"
"2012-08-22",2426,2012,3,"development",365,"Distinct incident_key per occurrence date.",2426,"nyc_shootings",100,"development","train"
"2012-08-23",2427,2012,3,"development",365,"Distinct incident_key per occurrence date.",2427,"nyc_shootings",100,"development","train"
"2012-08-24",2428,2012,3,"development",365,"Distinct incident_key per occurrence date.",2428,"nyc_shootings",100,"development","train"
"2012-08-25",2429,2012,6,"development",365,"Distinct incident_key per occurrence date.",2429,"nyc_shootings",100,"development","train"
"2012-08-26",2430,2012,8,"development",365,"Distinct incident_key per occurrence date.",2430,"nyc_shootings",100,"development","train"
"2012-08-27",2431,2012,6,"development",365,"Distinct incident_key per occurrence date.",2431,"nyc_shootings",100,"development","train"
"2012-08-28",2432,2012,3,"development",365,"Distinct incident_key per occurrence date.",2432,"nyc_shootings",100,"development","train"
"2012-08-29",2433,2012,1,"development",365,"Distinct incident_key per occurrence date.",2433,"nyc_shootings",100,"development","train"
"2012-08-30",2434,2012,8,"development",365,"Distinct incident_key per occurrence date.",2434,"nyc_shootings",100,"development","train"
"2012-08-31",2435,2012,3,"development",365,"Distinct incident_key per occurrence date.",2435,"nyc_shootings",100,"development","train"
"2012-09-01",2436,2012,4,"development",365,"Distinct incident_key per occurrence date.",2436,"nyc_shootings",100,"development","train"
"2012-09-02",2437,2012,9,"development",365,"Distinct incident_key per occurrence date.",2437,"nyc_shootings",100,"development","train"
"2012-09-03",2438,2012,6,"development",365,"Distinct incident_key per occurrence date.",2438,"nyc_shootings",100,"development","train"
"2012-09-04",2439,2012,4,"development",365,"Distinct incident_key per occurrence date.",2439,"nyc_shootings",100,"development","train"
"2012-09-05",2440,2012,2,"development",365,"Distinct incident_key per occurrence date.",2440,"nyc_shootings",100,"development","train"
"2012-09-06",2441,2012,4,"development",365,"Distinct incident_key per occurrence date.",2441,"nyc_shootings",100,"development","train"
"2012-09-07",2442,2012,8,"development",365,"Distinct incident_key per occurrence date.",2442,"nyc_shootings",100,"development","train"
"2012-09-08",2443,2012,6,"development",365,"Distinct incident_key per occurrence date.",2443,"nyc_shootings",100,"development","train"
"2012-09-09",2444,2012,4,"development",365,"Distinct incident_key per occurrence date.",2444,"nyc_shootings",100,"development","train"
"2012-09-10",2445,2012,0,"development",365,"Distinct incident_key per occurrence date.",2445,"nyc_shootings",100,"development","train"
"2012-09-11",2446,2012,0,"development",365,"Distinct incident_key per occurrence date.",2446,"nyc_shootings",100,"development","train"
"2012-09-12",2447,2012,1,"development",365,"Distinct incident_key per occurrence date.",2447,"nyc_shootings",100,"development","train"
"2012-09-13",2448,2012,1,"development",365,"Distinct incident_key per occurrence date.",2448,"nyc_shootings",100,"development","train"
"2012-09-14",2449,2012,4,"development",365,"Distinct incident_key per occurrence date.",2449,"nyc_shootings",100,"development","train"
"2012-09-15",2450,2012,7,"development",365,"Distinct incident_key per occurrence date.",2450,"nyc_shootings",100,"development","train"
"2012-09-16",2451,2012,6,"development",365,"Distinct incident_key per occurrence date.",2451,"nyc_shootings",100,"development","train"
"2012-09-17",2452,2012,4,"development",365,"Distinct incident_key per occurrence date.",2452,"nyc_shootings",100,"development","train"
"2012-09-18",2453,2012,5,"development",365,"Distinct incident_key per occurrence date.",2453,"nyc_shootings",100,"development","train"
"2012-09-19",2454,2012,0,"development",365,"Distinct incident_key per occurrence date.",2454,"nyc_shootings",100,"development","train"
"2012-09-20",2455,2012,2,"development",365,"Distinct incident_key per occurrence date.",2455,"nyc_shootings",100,"development","train"
"2012-09-21",2456,2012,4,"development",365,"Distinct incident_key per occurrence date.",2456,"nyc_shootings",100,"development","train"
"2012-09-22",2457,2012,8,"development",365,"Distinct incident_key per occurrence date.",2457,"nyc_shootings",100,"development","train"
"2012-09-23",2458,2012,6,"development",365,"Distinct incident_key per occurrence date.",2458,"nyc_shootings",100,"development","train"
"2012-09-24",2459,2012,1,"development",365,"Distinct incident_key per occurrence date.",2459,"nyc_shootings",100,"development","train"
"2012-09-25",2460,2012,7,"development",365,"Distinct incident_key per occurrence date.",2460,"nyc_shootings",100,"development","train"
"2012-09-26",2461,2012,4,"development",365,"Distinct incident_key per occurrence date.",2461,"nyc_shootings",100,"development","train"
"2012-09-27",2462,2012,2,"development",365,"Distinct incident_key per occurrence date.",2462,"nyc_shootings",100,"development","train"
"2012-09-28",2463,2012,3,"development",365,"Distinct incident_key per occurrence date.",2463,"nyc_shootings",100,"development","train"
"2012-09-29",2464,2012,4,"development",365,"Distinct incident_key per occurrence date.",2464,"nyc_shootings",100,"development","train"
"2012-09-30",2465,2012,9,"development",365,"Distinct incident_key per occurrence date.",2465,"nyc_shootings",100,"development","train"
"2012-10-01",2466,2012,3,"development",365,"Distinct incident_key per occurrence date.",2466,"nyc_shootings",100,"development","train"
"2012-10-02",2467,2012,3,"development",365,"Distinct incident_key per occurrence date.",2467,"nyc_shootings",100,"development","train"
"2012-10-03",2468,2012,2,"development",365,"Distinct incident_key per occurrence date.",2468,"nyc_shootings",100,"development","train"
"2012-10-04",2469,2012,5,"development",365,"Distinct incident_key per occurrence date.",2469,"nyc_shootings",100,"development","train"
"2012-10-05",2470,2012,0,"development",365,"Distinct incident_key per occurrence date.",2470,"nyc_shootings",100,"development","train"
"2012-10-06",2471,2012,3,"development",365,"Distinct incident_key per occurrence date.",2471,"nyc_shootings",100,"development","train"
"2012-10-07",2472,2012,3,"development",365,"Distinct incident_key per occurrence date.",2472,"nyc_shootings",100,"development","train"
"2012-10-08",2473,2012,2,"development",365,"Distinct incident_key per occurrence date.",2473,"nyc_shootings",100,"development","train"
"2012-10-09",2474,2012,3,"development",365,"Distinct incident_key per occurrence date.",2474,"nyc_shootings",100,"development","train"
"2012-10-10",2475,2012,1,"development",365,"Distinct incident_key per occurrence date.",2475,"nyc_shootings",100,"development","train"
"2012-10-11",2476,2012,0,"development",365,"Distinct incident_key per occurrence date.",2476,"nyc_shootings",100,"development","train"
"2012-10-12",2477,2012,2,"development",365,"Distinct incident_key per occurrence date.",2477,"nyc_shootings",100,"development","train"
"2012-10-13",2478,2012,7,"development",365,"Distinct incident_key per occurrence date.",2478,"nyc_shootings",100,"development","train"
"2012-10-14",2479,2012,9,"development",365,"Distinct incident_key per occurrence date.",2479,"nyc_shootings",100,"development","train"
"2012-10-15",2480,2012,4,"development",365,"Distinct incident_key per occurrence date.",2480,"nyc_shootings",100,"development","train"
"2012-10-16",2481,2012,2,"development",365,"Distinct incident_key per occurrence date.",2481,"nyc_shootings",100,"development","train"
"2012-10-17",2482,2012,2,"development",365,"Distinct incident_key per occurrence date.",2482,"nyc_shootings",100,"development","train"
"2012-10-18",2483,2012,1,"development",365,"Distinct incident_key per occurrence date.",2483,"nyc_shootings",100,"development","train"
"2012-10-19",2484,2012,2,"development",365,"Distinct incident_key per occurrence date.",2484,"nyc_shootings",100,"development","train"
"2012-10-20",2485,2012,3,"development",365,"Distinct incident_key per occurrence date.",2485,"nyc_shootings",100,"development","train"
"2012-10-21",2486,2012,3,"development",365,"Distinct incident_key per occurrence date.",2486,"nyc_shootings",100,"development","train"
"2012-10-22",2487,2012,4,"development",365,"Distinct incident_key per occurrence date.",2487,"nyc_shootings",100,"development","train"
"2012-10-23",2488,2012,3,"development",365,"Distinct incident_key per occurrence date.",2488,"nyc_shootings",100,"development","train"
"2012-10-24",2489,2012,3,"development",365,"Distinct incident_key per occurrence date.",2489,"nyc_shootings",100,"development","train"
"2012-10-25",2490,2012,2,"development",365,"Distinct incident_key per occurrence date.",2490,"nyc_shootings",100,"development","train"
"2012-10-26",2491,2012,1,"development",365,"Distinct incident_key per occurrence date.",2491,"nyc_shootings",100,"development","train"
"2012-10-27",2492,2012,6,"development",365,"Distinct incident_key per occurrence date.",2492,"nyc_shootings",100,"development","train"
"2012-10-28",2493,2012,3,"development",365,"Distinct incident_key per occurrence date.",2493,"nyc_shootings",100,"development","train"
"2012-10-29",2494,2012,2,"development",365,"Distinct incident_key per occurrence date.",2494,"nyc_shootings",100,"development","train"
"2012-10-30",2495,2012,4,"development",365,"Distinct incident_key per occurrence date.",2495,"nyc_shootings",100,"development","train"
"2012-10-31",2496,2012,2,"development",365,"Distinct incident_key per occurrence date.",2496,"nyc_shootings",100,"development","train"
"2012-11-01",2497,2012,5,"development",365,"Distinct incident_key per occurrence date.",2497,"nyc_shootings",100,"development","train"
"2012-11-02",2498,2012,3,"development",365,"Distinct incident_key per occurrence date.",2498,"nyc_shootings",100,"development","train"
"2012-11-03",2499,2012,1,"development",365,"Distinct incident_key per occurrence date.",2499,"nyc_shootings",100,"development","train"
"2012-11-04",2500,2012,4,"development",365,"Distinct incident_key per occurrence date.",2500,"nyc_shootings",100,"development","train"
"2012-11-05",2501,2012,1,"development",365,"Distinct incident_key per occurrence date.",2501,"nyc_shootings",100,"development","train"
"2012-11-06",2502,2012,1,"development",365,"Distinct incident_key per occurrence date.",2502,"nyc_shootings",100,"development","train"
"2012-11-07",2503,2012,3,"development",365,"Distinct incident_key per occurrence date.",2503,"nyc_shootings",100,"development","train"
"2012-11-08",2504,2012,1,"development",365,"Distinct incident_key per occurrence date.",2504,"nyc_shootings",100,"development","train"
"2012-11-09",2505,2012,2,"development",365,"Distinct incident_key per occurrence date.",2505,"nyc_shootings",100,"development","train"
"2012-11-10",2506,2012,4,"development",365,"Distinct incident_key per occurrence date.",2506,"nyc_shootings",100,"development","train"
"2012-11-11",2507,2012,7,"development",365,"Distinct incident_key per occurrence date.",2507,"nyc_shootings",100,"development","train"
"2012-11-12",2508,2012,0,"development",365,"Distinct incident_key per occurrence date.",2508,"nyc_shootings",100,"development","train"
"2012-11-13",2509,2012,4,"development",365,"Distinct incident_key per occurrence date.",2509,"nyc_shootings",100,"development","train"
"2012-11-14",2510,2012,2,"development",365,"Distinct incident_key per occurrence date.",2510,"nyc_shootings",100,"development","train"
"2012-11-15",2511,2012,1,"development",365,"Distinct incident_key per occurrence date.",2511,"nyc_shootings",100,"development","train"
"2012-11-16",2512,2012,1,"development",365,"Distinct incident_key per occurrence date.",2512,"nyc_shootings",100,"development","train"
"2012-11-17",2513,2012,7,"development",365,"Distinct incident_key per occurrence date.",2513,"nyc_shootings",100,"development","train"
"2012-11-18",2514,2012,0,"development",365,"Distinct incident_key per occurrence date.",2514,"nyc_shootings",100,"development","train"
"2012-11-19",2515,2012,4,"development",365,"Distinct incident_key per occurrence date.",2515,"nyc_shootings",100,"development","train"
"2012-11-20",2516,2012,2,"development",365,"Distinct incident_key per occurrence date.",2516,"nyc_shootings",100,"development","train"
"2012-11-21",2517,2012,2,"development",365,"Distinct incident_key per occurrence date.",2517,"nyc_shootings",100,"development","train"
"2012-11-22",2518,2012,4,"development",365,"Distinct incident_key per occurrence date.",2518,"nyc_shootings",100,"development","train"
"2012-11-23",2519,2012,5,"development",365,"Distinct incident_key per occurrence date.",2519,"nyc_shootings",100,"development","train"
"2012-11-24",2520,2012,3,"development",365,"Distinct incident_key per occurrence date.",2520,"nyc_shootings",100,"development","train"
"2012-11-25",2521,2012,5,"development",365,"Distinct incident_key per occurrence date.",2521,"nyc_shootings",100,"development","train"
